generated_tokens,gamma,delta,perplexity,green_fraction,z_score,p_value,prediction
200,0.25,0.0,7.315869799731957,0.21,-1.3063945294843617,0.9042907873811963,False
200,0.25,0.0,4.615349499313667,0.31,1.9595917942265426,0.025021760624352574,False
200,0.25,0.0,7.20008953266231,0.405,5.062278801751901,2.071372966483409e-07,True
200,0.25,0.0,7.246409780835971,0.305,1.7962924780409972,0.03622400676489357,False
200,0.25,0.0,5.580179554937741,0.205,-1.469693845669907,0.9291776548524315,False
200,0.25,0.0,4.79199848001577,0.245,-0.16329931618554522,0.564858613859482,False
200,0.25,0.0,6.413820196305738,0.315,2.1228911104120876,0.016881488776701814,False
200,0.25,0.0,2.7829269058917907,0.165,-2.7760883751542687,0.9972491374228378,False
200,0.25,0.0,6.712714867294696,0.3,1.632993161855452,0.05123521742987469,False
200,0.25,0.0,16.20368036572497,0.29,1.3063945294843617,0.09570921261880372,False
200,0.25,0.0,6.38811830279872,0.245,-0.16329931618554522,0.564858613859482,False
200,0.25,0.0,6.6048868906626845,0.28,0.9797958971132713,0.16359343889515277,False
200,0.25,0.0,5.405715678579616,0.275,0.816496580927726,0.20710808912126255,False
200,0.25,0.0,6.336788891442537,0.235,-0.48989794855663565,0.687896942616797,False
200,0.25,0.0,4.8088418750468085,0.295,1.469693845669907,0.07082234514756847,False
200,0.25,0.0,2.8029404269143763,0.315,2.1228911104120876,0.016881488776701814,False
200,0.25,0.0,6.44497141972184,0.28,0.9797958971132713,0.16359343889515277,False
200,0.25,0.0,4.658064172892251,0.215,-1.1430952132988164,0.8735004692626578,False
200,0.25,0.0,5.810422381439793,0.22,-0.9797958971132713,0.8364065611048472,False
200,0.25,0.0,4.863478027816647,0.3,1.632993161855452,0.05123521742987469,False
200,0.25,0.0,8.323462593000215,0.225,-0.816496580927726,0.7928919108787374,False
200,0.25,0.0,6.8125692942757565,0.24,-0.32659863237109044,0.6280142609624715,False
200,0.25,0.0,5.468963321434838,0.255,0.16329931618554522,0.4351413861405179,False
200,0.25,0.0,2.5060971778312116,0.24,-0.32659863237109044,0.6280142609624715,False
200,0.25,0.0,7.02089880769945,0.32,2.2861904265976327,0.011121560295675015,False
200,0.25,0.0,7.493082831142419,0.275,0.816496580927726,0.20710808912126255,False
200,0.25,0.0,6.468014135438066,0.25,0.0,0.5,False
200,0.25,0.0,6.425260380787491,0.305,1.7962924780409972,0.03622400676489357,False
200,0.25,0.0,2.3510229105436315,0.26,0.32659863237109044,0.3719857390375285,False
200,0.25,0.0,5.8109104094836805,0.295,1.469693845669907,0.07082234514756847,False
200,0.25,0.0,8.532990580216886,0.265,0.48989794855663565,0.312103057383203,False
200,0.25,0.0,5.949384997237421,0.225,-0.816496580927726,0.7928919108787374,False
200,0.25,0.0,5.738170993086517,0.305,1.7962924780409972,0.03622400676489357,False
200,0.25,0.0,8.31876889850374,0.355,3.4292856398964493,0.0003025861312691003,False
200,0.25,0.0,6.883771757524448,0.325,2.4494897427831783,0.00715293921771476,False
200,0.25,0.0,8.786163539248916,0.275,0.816496580927726,0.20710808912126255,False
